PAR I131
AZP 131 ; 53
NDA 1
COM ***************** Evaluation Date: 17/01/2014 ****************
COM ===================== Daughter Separator =====================
DAU XE131
DDE 1 ;  ; 8 ; 6
Q   970.8 ; 0.6
COM ---------------------- Branch Separator ----------------------
BEM 0.0213 ; 0.00021 ; 8 ; 247.9 ; 0.6 ; 0
COM ---------------------- Branch Separator ----------------------
BEM 0.00643 ; 0.00027 ; 7 ; 303.9 ; 0.6 ; 0
COM ---------------------- Branch Separator ----------------------
BEM 0.072 ; 0.0007 ; 6 ; 333.8 ; 0.6 ; 0
COM ---------------------- Branch Separator ----------------------
COM ---------------------- Branch Separator ----------------------
BEM 0.894 ; 0.008 ; 4 ; 606.3 ; 0.6 ; 0
COM ---------------------- Branch Separator ----------------------
BEM 0.0006 ; 0.00012 ; 3 ; 629.7 ; 0.6 ; 0
COM ---------------------- Branch Separator ----------------------
BEM 0.00386 ; 0.00023 ; 2 ; 806.9 ; 0.6 ; -1
COM ---------------------- Branch Separator ----------------------
COM ---------------------- Branch Separator ----------------------
COM -------------- Level Separator - T1/2 in seconds -------------
LED 722.909 ; 0.004 ; 31 ; 5.3E-13 ; 5.E-14 ; 8
GA  0.000051 ; 0.000007 ; 85.9 ; 0.2 ; 6
EK  0.000077 ; 0.000011 ; 51.355 ; 0.008 ; 6
EL  0.0000286 ; 0.0000041 ; 80.806 ; 0.008 ; 6
GA  0.000807 ; 0.00002 ; 318.088 ; 0.016 ; 5
EK  0.0000243 ; 0.0000007 ; 283.53 ; 0.008 ; 5
EL1 0.00000292 ; 0.00000009 ; 312.641 ; 0.008 ; 5
EL2 0.000000164 ; 0.000000015 ; 312.99 ; 0.008 ; 5
EL3 0.000000045 ; 0.000000014 ; 313.312 ; 0.008 ; 5
EM  0.000000634 ; 0.000000018 ; 317.202 ; 0.008 ; 5
EN  0.0000001478 ; 0.0000000043 ; 317.966 ; 0.008 ; 5
GA  0.00017 ; 0.00008 ; 358.4 ; 0.2 ; 4
EK  0.0000036 ; 0.0000017 ; 323.855 ; 0.008 ; 4
EL1 0.00000041 ; 0.0000002 ; 352.966 ; 0.008 ; 4
EL2 0.00000006 ; 0.000000047 ; 353.315 ; 0.008 ; 4
EL3 0.000000041 ; 0.000000041 ; 353.637 ; 0.008 ; 4
EM  0.000000104 ; 0.00000005 ; 357.528 ; 0.008 ; 4
EN  0.000000024 ; 0.000000011 ; 358.291 ; 0.008 ; 4
GA  0.002183 ; 0.000026 ; 642.719 ; 0.005 ; 1
EK  0.00000851 ; 0.00000024 ; 608.16 ; 0.006 ; 1
EL1 0.000000976 ; 0.000000019 ; 637.271 ; 0.006 ; 1
EL2 0.0000001188 ; 0.0000000022 ; 637.62 ; 0.006 ; 1
EL3 0.0000000795 ; 0.0000000014 ; 637.942 ; 0.006 ; 1
EM  0.00000024 ; 0.000000044 ; 641.833 ; 0.006 ; 1
EN  0.0000000551 ; 0.0000000012 ; 642.596 ; 0.006 ; 1
GA  0.01786 ; 0.00019 ; 722.911 ; 0.005 ; 0
EK  0.0000697 ; 0.0000013 ; 688.3446 ; 0.004 ; 0
EL1 0.00000829 ; 0.00000015 ; 717.4562 ; 0.004 ; 0
EL2 0.000000334 ; 0.000000006 ; 717.8053 ; 0.004 ; 0
EL3 0.0000001029 ; 0.0000000019 ; 718.1268 ; 0.004 ; 0
EM  0.000001763 ; 0.000000031 ; 722.0175 ; 0.004 ; 0
EN  0.00000041 ; 0.000000007 ; 722.7807 ; 0.004 ; 0
COM -------------- Level Separator - T1/2 in seconds -------------
LED 666.934 ; 0.009 ; 21 ; 5.E-10 ;  ; 7
GA  0.000046 ; 0.000007 ; 302.4 ; 0.2 ; 4
EK  0.0000004 ; 0.00000006 ; 267.88 ; 0.013 ; 4
EL1 0.000000045 ; 0.000000007 ; 296.991 ; 0.013 ; 4
EL2 0.00000000278 ; 0.00000000043 ; 297.34 ; 0.013 ; 4
EL3 0.0000000036 ; 0.0000000005 ; 297.662 ; 0.013 ; 4
EM  0.0000000101 ; 0.0000000016 ; 301.552 ; 0.013 ; 4
EN  0.00000000237 ; 0.00000000036 ; 302.316 ; 0.013 ; 4
GA  0.00274 ; 0.00008 ; 325.789 ; 0.004 ; 3
